,ticker,thong tin
945,AGP,"Tiền thân của Công ty Cổ phần Dược phẩm Agimexpharm (AGP) là Xí nghiệp Dược phẩm An Giang được thành lập theo Quyết định số 52/QĐ.UB ngày 10/ 06/1981 của Ủy ban nhân dân Tỉnh An Giang. Trụ sở đặt tại số 34 - 36 Ngô Gia Tự, Thị xã Long Xuyên, Tỉnh An Giang. Năm 2003, Công ty chính thức hoạt động dưới hình thức Công ty cổ phần. Tháng 8 năm 2008, nhà máy dược phẩm Agimexpharm của công ty chính thức được Cục Quản lý Dược Việt Nam cấp giấy chứng nhận GMP – WHO. Các hoạt động chính của công ty là sản xuất và kinh doanh thuốc, hóa dược, dược liệu; mua bán thuốc, dược phẩm, thực phẩm dinh dưỡng, mỹ phẩm, vacxin, sinh phẩm y tế, thiết bị quang học, thiết bị y tế, thiết bị bệnh viện. "
56,AGR,"Công ty Cổ phần Chứng khoán AGRIBANK (AGR) có tiền thân là Công ty TNHH Chứng khoán Ngân hàng Nông nghiệp và Phát triển nông thông Việt Nam trực thuộc Ngân hàng Nông nghiệp và Phát triển nông thông Việt Nam được thành lập vào năm 2000. Công ty chính thức hoạt động theo hình thức công ty cổ phần từ tháng 07/2009. Trong năm 2022, Doanh thu nghiệp vụ môi giới chứng khoán có giá trị bằng 76.3 tỷ đồng, giảm 24.67%. Lợi nhuận trước thuế đạt 180.41 tỷ đồng, giảm 58.24%. Tỷ lệ sinh lời trên vốn chủ sở hữu (ROE) ở mức 5.91 %, giảm 65.53%. AGR được niêm yết và giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ năm 2009. "
893,AGX," Công ty Cổ phần Thực phẩm Nông sản Xuất khẩu Sài Gòn (AGX) có tiền thân là một Doanh nghiệp Nhà nước được thành lập vào năm 1976. Công ty hoạt động trong lĩnh vực sản xuất chế biến thực phẩm, kinh doanh cho thuê bất động sản. AGX hiện đang quản lý vận hành 01 nhà máy sản xuất thực phẩm đông lạnh chế biến với công suất 20 tấn/ngày và 02 Nhà máy Sản xuất Nông sản. Công ty hiện có trên 300 mặt hàng thủy sản chế biến, trái cây nhiệt đới đông lạnh và thực phẩm khô. Sản phẩm của công ty được phân phối rộng rãi trong nước và xuất khẩu sang Mỹ, Anh, Pháp, Đức, Ý, Ba Lan, Úc, Nhật Bản, Hàn Quốc và nhiều nước châu Á khác. AGX được giao dịch trên thị trường UPCOM từ năm 2015.  "
227,AIC,"Tổng Công ty Cổ phần Bảo hiểm Hàng không (AIC), tiền thân là Công ty Cổ phần Bảo hiểm Hàng không, được thành lập tháng 4, năm 2008. Lĩnh vực kinh doanh chủ yếu của Tổng Công ty là chuyên cung cấp tất cả các sản phẩm bảo hiểm phi nhân thọ hiện có trên thị trường như: bảo hiểm hàng không, bảo hiểm tài sản, bảo hiểm con người, bảo hiểm trách nhiệm…Công ty nằm trong Top 10 doanh nghiệp bảo hiệm phi nhân thọ uy tín tại Việt Nam. AIC đã phát triển cho mình 41 công ty bảo hiểm thành viên, và hơn 450 đại lý hoạt động trên khắp cả nước. Ngoài ra, AIC đã xây dựng và triển khai các sản phẩm bảo hiểm trực tuyến qua nền tảng website và bancassurance. AIC cũng liên kết, hợp tác với nhiều nhà môi giới tái bảo hiểm lớn trên thế giới như Munich Re, CCR Re. Ngày 08/01/2021, AIC chính thức giao dịch trên thị trường UPCOM. "
805,ALT," Công ty Cổ phần Văn hóa Tân Bình (ALT), tiền thân là Công ty Văn hóa Tổng hơp Tân Bình, được thành lập năm 1989. Năm 1998, Công ty chuyển sang hoạt động theo mô hình cổ phần. Công ty chuyên sản xuất các sản phẩm in ấn và các mặt hàng sản phẩm bao bì túi xốp, hạt nhựa cung cấp cho các doanh nghiệp sản xuất khác. Công suất đạt khoảng 9 tỷ trang. Đối với các sản phẩm ngành nhựa, thị trường tiêu thụ là: Châu Âu, Mỹ, Bắc Mỹ, Châu Úc, Nhật và các doanh nghiệp trong nước. Thị trường tiêu thụ sản phẩm của công ty: Sản phẩm in ấn, chế bản, băng đĩa nhạc: Khu vực thành phố Hồ Chí Minh, các tỉnh Miền Đông Nam bộ và Đồng Bằng Sông Cửu Long. Riêng thị trường băng đĩa nhạc được phân phối trên toàn quốc. Khăn giấy: được phân phối trên toàn quốc thông qua các kênh bán sỉ & lẻ. Ngành hóa chất nhựa: Singapore, Thái Lan, Indonesia, Malaysia, Việt Nam. Ngày 22/11/2006, ALT chính thức giao dịch trên Sở Giao dịch Chứng khoán Hà Nội (HNX).  "
1028,ALV," Công ty Cổ phần Đầu tư Phát triển Hạ tầng ALV (ALV), được thành lập năm 2008. Hoạt động chủ yếu là xây dựng các khu đô thị vừa và nhỏ, thi công các công trình dân dụng, giao thông, sản xuất đá xây dựng, kinh doanh thương mại. Hiện tại mỏ khai thác chính của Công ty là mỏ Hương Phong có thời gian khai thác trong vòng 20, Công ty đã tiến hành khai thác được 70.000 m3, trữ lượng đá nguyên chưa khai thác vào khoảng 2.300.000.000 m3. Công ty sở hữu trữ lượng đá khoảng 3 triệu m3 trên diện tích 9 ha, công suất khai thác đạt khoảng 120.000 m3/năm. Trong  những năm tới công ty sẽ đi vào khai thác mỏ vàng sa khoáng tại xã Hồng Hạ, huyện A Lưới, tỉnh Thừa Thiên Huế trên diện tích 09 ha và thời gian khai thác là 20 năm và mỏ phụ gia xi măng tại Diên Khánh, tỉnh Khánh Hòa. Ngày 21/06/2019, ALV chính thức giao dịch trên thị trường UPCOM.  "
452,AMC,"Công ty Cổ phần Khoáng sản Á Châu (AMC) có tiền thân là Xí nghiệp Khai khoáng được thành lập vào năm 2001. Công ty hoạt động trong lĩnh vực hoạt động chính là khai thác, sản xuất, mua bán và xuất khẩu các sản phẩm khoáng sản. Sản phẩm chủ yếu của công ty là CaCO3 siêu mịn cao cấp có tráng phủ và không trang phủ để làm phụ gia cho các ngành công nghiệp sơn, nhựa, giấy, cao su. Sản phẩm của công ty chủ yếu tiêu thụ tại thị trường nội địa, riêng sản phẩm đá chip (đá sơ chế chất lượng cao) chủ yếu phục vụ xuất khẩu sang thị trường Hàn Quốc, Nhật bản, Ấn độ, Thổ Nhĩ Kỳ, Tây Ban Nha. Công ty có 3 dây truyền sản xuất của Đức và Italia với tổng công suất 150.000 tấn/năm, hoạt động ổn định được 2 năm, sản xuất và tiêu thụ hàng hóa đạt 95% công suất, trong đó 50% phục vụ nội địa, 50% phục vụ xuất khẩu. Ngày 15/02/2012, AMC chính thức giao dịch trên Sở Giao dịch Chứng khoán Hà Nội (HNX). "
103,AMD,"Công ty Cổ phần Đầu tư và Khoáng sản FLC Stone (AMD) có tiền thân là Công ty Cổ phần FIKOR Việt Nam được thành lập vào năm 2007. Công ty hoạt động trong lĩnh vực khai thác, chế biến và kinh doanh khoáng sản, đá tự nhiên. AMD trở thành công ty đại chúng từ tháng 05/2014. Công ty hiện đang quản lý khai thác 04 mỏ đá với tổng diện tích 25ha, tổng trữ lượng 7,7 triệu m3. Ngày 19/07/2023, AMD chính thức giao dịch trên thị trường UPCOM. "
1347,AME,"Công ty Cổ phần Alphanam Cơ điện (AME) tiền thân là Công ty TNHH Alphanam được thành lập năm 1995. Năm 2006 công ty chính thức chuyển sang hoạt động theo mô hình công ty cổ phần. Công ty chuyên sản xuất các thiết bị cơ điện như: Thiết bị đóng cắt, thiết bị bảo vệ dân dụng, các loại hòm công tơ điện, hộp chia dây, tủ điện trung áp, tủ đấu dây ngoài trời, tủ điện bảo vệ và hệ thông điều khiển và các sản phẩm cơ khí phụ vụ cho công tác Nhà thầu cơ điện của công ty. Sản phẩm của công ty hướng tới đối tượng khách hàng là các công ty điện lực, các dự án đầu tư công nghiệp, dân dụng và hạ tầng. Công ty hiện có một nhà máy đặt tại Khu công nghiệp ALPHANAM tại Phố Nối A, Trưng Trắc, Văn Lâm, Hưng Yên. Ngày 02/06/2010, AME chính thức giao dịch trên Sở Giao dịch Chứng khoán Hà Nội (HNX). "
946,AMP,"<DIV style=""FONT-FAMILY: Arial; FONT-SIZE: 10pt;"">Công ty Cổ phần Armephaco (AMP) có tiền thân là Công ty Dược và Trang thiết bị y tế Quân đội, được thành lập vào năm 1996. Công ty hoạt động chủ yếu trong lĩnh vực sản xuất và kinh doanh dược phẩm và trang thiết bị y tế. AMP chuyển sang hoạt động theo mô hình công ty cổ phần từ năm 2010. AMP đang quản lý và vận hành 02 nhà máy dược phẩm đạt tiêu chuẩn GMP-WHO với công suất 500 triệu viên thuốc/năm, và 01 nhà máy sản xuất trang thiết bị y tế đạt tiêu chuẩn ISO 9001-2001.&nbsp;</DIV>"
1501,AMS," Công ty Cổ phần Cơ khí Xây dựng AMECC (AMS) có tiền thân là Công ty Cổ phần LISEMCO 2, được thành lập vào năm 2008. Công ty hoạt động chính trong lĩnh vực chế tạo, lắp đặt máy móc và thiết bị công nghiệp. AMS hiện có 2 nhà máy chế tạo thiết bị và kết cấu thép với tổng diện tích 250.000 m2 và năng lực chế tạo khoảng 30.000 tấn/năm. Công ty đã thực hiện nhiều dự án với vai trò là Tổng thầu xây dựng và nhà thầu phụ như Nhà máy đường Tuyền Quang, Nhà máy hóa chất DAP 2 Lào Cai, Xi măng Phúc Sơn, Nhiệt điện Nghi Sơn I, Nhà máy xi măng Hồng Phong (Lạng Sơn)…Các sản phẩm của công ty được xuất khẩu ra các thị trường nước ngoài như Nga, Đưc, Bỉ, Ấn Độ, Singapore. Năm 2017, AMS chính thức được giao dịch tại thị trường Upcom.  "
934,AMV,"Công ty Cổ phần Sản xuất Kinh doanh Dược và Trang thiết bị y tế Việt Mỹ (AMV) được thành lập năm 2002. Lĩnh vực kinh doanh chính của công ty là sản xuất, kinh doanh thiết bị y tế, sinh phẩm chuẩn đoán nhanh. Công ty là doanh nghiệp trong nước đầu tiên xản xuất dòng sản phẩm ""sinh phẩm chẩn đoán nhanh"". Các sản phẩm chính của công ty bao gồm test chẩn đoán nhanh sự thụ thai, chẩn đoán nhanh HIV, viên gan B, bệnh lao, giang mai. Trong đó test chẩn đoán nhanh sự thụ thai là loại sản phẩm chủ lực của Công ty và hiện đang được nhiều bệnh viện và các cơ sở y tế sử dụng. Hiện tại nhà máy của AMVI có một dây chuyền sản xuất trung bình tạo ra khoảng 200.000 sản phẩm/ tháng, năng suất của dây chuyền này có thể đạt tới 800.000 - 1.000.000 sản phẩm/ tháng. Amvi Biotech là đơn vị chuyên sản xuất sinh phẩn chẩn đoán công nghệ cao với toàn bộ dây chuyền và công nghệ hiện đại được chuyển giao từ Mỹ. Năng lực sản xuất: 25 triệu test/năm. Ngày 20/12/2009, AMV chính thức giao dịch trên Sở Giao dịch Chứng khoán Hà Nội (HNX). "
589,ANT," Công ty Cổ phần Rau quả thực phẩm An Giang (ANTESCO) có tiền thân là Công ty Dịch vụ Kỹ thuật Nông nghiệp An Giang, được thành lập trên cơ sở hợp nhất Công ty Vật tư Nông nghiệp, Chi cục Cơ khí Nông nghiệp và Chi cục Bảo vệ Thực vật vào năm 1986. Hoạt động sản xuất chính của công ty là sản xuất, kinh doanh và xuất khẩu rau quả nhiệt đới đông lạnh và đóng hộp như: bắp non, khóm, đậu nành, khoai môn, xoài, đu đủ, thanh long. ANTESCO chính thức hoạt động dưới hình thức công ty cổ phần vào năm 2011. Công ty có 02 nhà máy chế biến rau quả đông lạnh với tổng công suất 25.000 tấn/năm. Sản phẩm của công ty chủ yếu được xuất khẩu sang thị trường châu Âu, Mỹ, Nhật Bản. Ngày 22/12/2016, ANT chính thức được giao dịch trên thị trường UPCOM.  "
590,ANV," Công ty Cổ phần Nam Việt (ANV) có tiền thân là Công ty TNHH Nam Việt được thành lập vào năm 1993. Công ty hoạt động trong lĩnh vực nuôi trồng, chế biến thủy sản, xuất khẩu thủy sản, sản xuất thức ăn thủy sản. ANV chính thức hoạt động theo mô hình công ty cổ phần từ năm 2006. Sản phẩm của Công ty đã có mặt trên 100 quốc gia trên thế giới như Nga, EU, Trung quốc, Úc. ANV hiện đang sở hữu vận hành 04 nhà máy chế biến thủy sản với tổng công suất 1.050 tấn nguyên vật liệu/ngày. Công ty đã hoàn thành việc xây dựng chuỗi sản xuất khép kín từ con giống, thức ăn, nuôi trồng thủy sản tới chế biến với 08 dây chuyền sản xuất thức ăn chăn nuôi với tổng công suất lên đến 800 tấn/ngày và 250 ha vùng nuôi cá nguyên liệu. ANV chính thức niêm yết tại Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ năm 2007.  "
947,APC," Công ty Cổ phần Chiếu xạ An Phú (APC) được thành lập vào năm 2003. Công ty hoạt động trong lĩnh vực chiếu xạ, cho thuê kho lạnh và các hoạt động khác. Công ty chủ yếu thực hiện chiếu xạ nhằm diệt vi sinh trên các mặt hàng như thủy hải sản, trái cây. 2 nhà máy chiếu xạ của Công ty có công suất thiết kế 250 tấn/ngày. Bên canh đó, Công ty có hệ thống kho lạnh 3.100 tấn có thể thực hiện dịch vụ trọn gói từ nhập kho - lưu trữ - chiếu xạ - xuất kho. APC được giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ năm 2010.  "
